subject,number,name,credit_num,description,prerequisites,course
SOCY,394,"Race, Social Inequality, and Institutional Structure ",3,"This course examines theoretical and empirical analyses of race, social inequality, and institutional racism in the United States. It focuses on the historical development of race and racism, social inequalities in the United States with an emphasis on institutional racism in health and mass incarceration, as well as past and current efforts to foster positive changes through public policy and individual agency. Patterns and processes associated with racial inequities, political inequality, ideology, and global issues will also be examined. Recommended Preparation: AFST 100 and SOCY 101 or a lower level SS course (with at least a ‘C’ grade).",,SOCY 394
SOCY,396,Community Service and Learning Internship (1,3,"An internship providing experience giving direct service delivery to the elderly, disadvantaged youth, the mentally and physically challenged, the homeless, the environment or illiterate adults.  This course is repeatable for credit. Students may complete a maximum of 6 credits or 2 attempts.",,SOCY 396
SOCY,397,Selected Topics in Sociology ,3,"Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Recommended Preparation: SOCY 101 , ANTH 211 , or permission of instructor.",,SOCY 397
SOCY,399,Independent Study (1,3,This course is repeatable for credit.,Nine credits of SOCY courses with a grade of ‘C’ or better.,SOCY 399
SOCY,401,Thesis Research ,3,This course sequence (SOCY 401 and SOCY 402 ) partially fulfills the requirement for the major in sociology with honors. Information describing the requirements for the honors major is available from the departmental office.,SOCY 300 with a grade of ‘C’ or better.,SOCY 401
SOCY,402,Honors Thesis ,3,See SOCY 401 .,SOCY 300 with a grade of ‘C’ or better.,SOCY 402
SOCY,403,Introduction to International Field Research ,3,"The purpose of this course is to help prepare students for the increasingly sophisticated requirements of a global society, to develop an international perspective on important issues in culture, policy and practice, and to gain experience using social science field research methods. The international experience is designed to enable students to conduct field research on issues that will be of importance to the United States and Europe by studying the inter-relationships of health and social policy, science and technology, culture and lifestyle in an international context. Students learn social science research methods and vocabulary and concepts from the disciplines of sociology, anthropology and health services research. This course includes lectures, structured exercises, field trips, site visits and discussions in the United States and Switzerland. Recommended Preparation: Six social science credits.",,SOCY 403
SOCY,406,Social Inequality and Social Policy ,3,"This course examines poverty and inequality in modern society. The focus is on describing the extent of poverty and inequality, examining theories that attempt to explain these phenomena and discussing the policies that have been employed to mitigate them. In addition to class inequality, the course will consider racial and sexual inequality.",Nine credits of SOCY courses with a grade of ‘C’ or better. Completion of 60 credits.,SOCY 406
SOCY,409,Sociological Theory ,3,"Classical and contemporary sociological theorists are studied and compared, as well as different schools of theory. Also, the course surveys and critiques different types of theory and metatheory.",Nine credits of SOCY courses with a grade of ‘C’ or better.,SOCY 409
SOCY,414,The Evaluation of Educational Policy ,3,"This course applies research findings from the sociology of education to some key issues of educational policy, focusing on primary and secondary education. Both issues of educational quality and equality are considered, including school quality, choice proposals, school desegregation, compensatory education, tracking, mainstreaming and bilingual education. The course includes an introduction to the nature of educational policy, an overview of the policy-making process at the local level and a critical assessment of policy research, with special attention given to problems of measurement and study design.",Nine credits of Social Sciences (GEP) or EDUC courses with a grade of ‘C’ or better. Completion of 60 credits.,SOCY 414
